parcel_uuid,project_id,project_type,state,district,village,survey_number,sub_division_number,official_owner,official_area,land_classification,record_status,land_area_sqm,location_type,latitude,longitude,base_market_value,multiplier,asset_value,solatium_100_percent,total_compensation,number_of_parcels,number_of_owners,affected_families,proposal_days,verification_days,approval_days,notification_days,award_days,compensation_days,possession_days,rr_days,missing_documents,verification_rejections,approval_resubmissions,land_record_issues,boundary_disputes,ownership_disputes,legal_cases,compensation_percentage,possession_percentage,rr_percentage,previous_delays,current_pending_tasks,target_completion_days,actual_completion_days,delay_days,delayed,survey_officer_name,landowner_name,project_issue_date,project_deadline_date
UP-LKO-2026-10496,P001,Railway,Tamil Nadu,Coonor,Hubbathala,17-Jan,1,Amit Kumar,4.67 acres,Commercial,Active,18898.84,RURAL,26.9459,81.4422,29425493.88,2.93,0,86216697.07,172433394.1,5,9,8,23,27,35,71,100,18,16,60,2,3,1,2,0,1,0,50,0,0,1,1,332,335,3,1,Sanjay Patil,Amit Kumar,19-10-2025,16-09-2026
UP-LKO-2026-10497,P009,Transmission,Tamil Nadu,Chennai,Kolathur,205/2A,2A,Anjali Kumar,1.38 acres,Multi-crop,Pending Review,5584.67,RURAL,26.9461,81.4432,6064951.62,2.38,200000,14634584.86,29269169.71,6,8,14,23,39,10,64,70,54,48,67,4,1,0,4,2,0,0,100,0,0,2,7,215,368,153,1,Ramesh Joshi,Anjali Kumar,24-12-2025,27-07-2026
UP-LKO-2026-10498,P003,Highway,Tamil Nadu,Coonor,Hubbathala,177/2A,2A,Amit Mishra,3.05 acres,Commercial,Active,12342.92,RURAL,26.9463,81.4442,21859311.32,3.48,0,76070403.39,152140806.8,10,14,11,21,21,29,37,74,85,55,46,5,0,1,1,1,1,0,50,0,0,0,7,244,397,153,1,Arvind Iyer,Amit Mishra,21-09-2025,23-05-2026
UP-LKO-2026-10499,P003,Railway,Bihar,Siwan,XYZ Village,195/A,A,Sunita Devi,3.72 acres,Commercial,Active,15054.32,RURAL,26.9465,81.4452,30138748.64,2.07,0,62387209.68,124774419.4,7,10,19,10,17,35,62,103,68,43,25,1,0,2,2,0,2,0,25,0,0,1,6,228,428,200,1,Arvind Patil,Sunita Devi,23-10-2025,08-06-2026
UP-LKO-2026-10500,P002,Railway,Uttar Pradesh,Varanasi,Sarnath,44/B,B,Priya Verma,2.1 acres,Agricultural,Verified,8498.41,RURAL,26.9467,81.4462,12747615,4,50000,51040460,102080920,8,11,12,25,42,12,62,65,40,37,69,2,2,1,1,2,0,0,75,0,50,0,5,381,343,0,0,Kavita Das,Priya Verma,24-07-2025,09-08-2026
UP-LKO-2026-10501,P005,Railway,Maharashtra,Nashik,Ozar,100/1,1,Vikram Gupta,2.48 acres,Commercial,Pending Review,10036.21,RURAL,26.9469,81.4472,23404441.72,3.3,200000,77434657.68,154869315.4,3,8,15,15,50,45,79,89,99,49,80,1,1,0,3,3,0,2,75,0,0,0,5,274,756,482,1,Kavita Deshmukh,Vikram Gupta,25-05-2025,23-02-2026
UP-LKO-2026-10502,P002,Railway,Maharashtra,Pune,Hinjewadi,166/1,1,Sunita Devi,3.46 acres,Residential,Pending Review,14002.14,URBAN,26.9471,81.4482,30258624.54,1.6,0,48413799.26,96827598.53,3,4,15,28,37,24,37,119,34,43,120,4,0,0,1,0,0,0,25,0,50,1,8,358,322,0,0,Anil Verma,Sunita Devi,05-09-2025,29-08-2026
UP-LKO-2026-10503,P002,Highway,Bihar,Muzaffarpur,PQR Village,183/2A,2A,Manoj Singh,4.44 acres,Multi-crop,Disputed,17968.06,RURAL,26.9473,81.4492,68745797.56,3.62,0,248859787.2,497719574.3,4,4,12,27,35,18,75,53,31,32,106,5,3,2,2,0,1,1,0,0,100,1,7,306,436,130,1,Arvind Iyer,Manoj Singh,03-04-2025,03-02-2026
UP-LKO-2026-10504,P008,Railway,Uttar Pradesh,Lucknow,Malhaur,82/A,A,Anjali Mishra,1.62 acres,Residential,Pending Review,6555.91,URBAN,26.9475,81.4502,18166426.61,1.75,50000,31841246.57,63682493.14,9,13,7,24,51,41,33,113,57,13,33,1,2,0,1,3,2,2,0,0,100,1,10,331,752,421,1,Priya Deshmukh,Anjali Mishra,16-03-2025,10-02-2026
UP-LKO-2026-10505,P003,Transmission,Uttar Pradesh,Lucknow,Malhaur,66/3,3,Rahul Gupta,1.14 acres,Multi-crop,Active,4613.42,URBAN,26.9477,81.4512,15764056.14,1.83,200000,29048222.74,58096445.47,4,5,13,29,44,30,55,47,48,12,93,2,2,0,0,3,2,1,100,50,0,1,3,253,565,312,1,Arvind Deshmukh,Rahul Gupta,28-07-2025,07-04-2026
UP-LKO-2026-10506,P003,Railway,Tamil Nadu,Coonor,Hubbathala,51/A,A,Ramesh Mishra,3.95 acres,Agricultural,Verified,15985.1,RURAL,26.9479,81.4522,29364628.7,3.36,50000,98715152.43,197430304.9,7,10,19,22,59,38,46,51,53,11,73,4,2,2,4,1,1,0,50,0,0,1,0,348,355,7,1,Ramesh Das,Ramesh Mishra,07-03-2025,18-02-2026
UP-LKO-2026-10507,P009,Railway,Maharashtra,Pune,Hinjewadi,214/1,1,Neha Yadav,3.67 acres,Commercial,Active,14851.98,URBAN,26.9481,81.4532,23154236.82,1.51,50000,35012897.6,70025795.2,7,7,12,13,57,25,43,68,30,31,20,3,2,2,0,0,1,0,25,0,50,0,4,335,312,0,0,Meena Joshi,Neha Yadav,24-03-2025,22-02-2026
UP-LKO-2026-10508,P007,Railway,Tamil Nadu,Karaikudi,Kanadukathan,34/B,B,Vikram Devi,0.87 acres,Multi-crop,Disputed,3520.77,RURAL,26.9483,81.4542,8696301.9,2.04,50000,17790455.88,35580911.75,2,5,4,30,53,11,33,70,56,40,78,3,1,0,0,2,2,0,100,100,0,0,10,276,443,167,1,Suresh Singh,Vikram Devi,01-05-2025,01-02-2026
UP-LKO-2026-10509,P002,Transmission,Tamil Nadu,Coonor,Hubbathala,180/A,A,Neha Kumar,4.98 acres,Multi-crop,Pending Review,20153.36,RURAL,26.9485,81.4552,60439926.64,2.69,200000,162783402.7,325566805.3,2,4,5,28,47,11,33,50,75,46,140,1,2,1,1,2,0,2,50,0,0,3,2,382,590,208,1,Sanjay Verma,Neha Kumar,15-01-2025,01-02-2026
UP-LKO-2026-10510,P005,Transmission,Tamil Nadu,Chennai,Kolathur,181/3,3,Anjali Gupta,1.47 acres,Commercial,Active,5948.88,RURAL,26.9487,81.4562,9423025.92,3.52,0,33169051.24,66338102.48,4,8,7,23,41,29,87,37,39,42,130,1,2,1,0,2,0,1,100,50,100,3,1,283,478,195,1,Meena Das,Anjali Gupta,17-05-2025,24-02-2026
UP-LKO-2026-10511,P005,Highway,Bihar,Patna,ABC Village,103/1,1,Ramesh Sharma,4.87 acres,Multi-crop,Pending Review,19708.21,RURAL,26.9489,81.4572,43653685.15,2.55,200000,111516897.1,223033794.3,8,11,0,19,36,34,61,98,75,60,0,2,0,2,2,1,2,0,75,100,100,1,10,226,503,277,1,Rajesh Deshmukh,Ramesh Sharma,07-12-2025,21-07-2026
UP-LKO-2026-10512,P002,Railway,Bihar,Patna,ABC Village,234/B,B,Amit Yadav,0.94 acres,Residential,Disputed,3804.05,RURAL,26.9491,81.4582,6938587.2,2.41,0,16721995.15,33443990.3,6,9,16,30,28,20,53,71,59,45,23,2,0,2,4,1,0,1,75,0,100,2,2,232,456,224,1,Priya Singh,Amit Yadav,23-05-2025,10-01-2026
UP-LKO-2026-10513,P002,Transmission,Bihar,Muzaffarpur,PQR Village,110/1,1,Amit Verma,1.91 acres,Commercial,Disputed,7729.5,RURAL,26.9493,81.4592,15513106.5,3.29,0,51038120.39,102076240.8,7,8,16,28,39,35,72,95,62,48,31,4,1,1,0,3,0,1,75,100,100,1,9,347,589,242,1,Suresh Yadav,Amit Verma,15-01-2025,28-12-2025
UP-LKO-2026-10514,P001,Highway,Tamil Nadu,Coonor,Hubbathala,240/2A,2A,Vikram Singh,2.87 acres,Residential,Verified,11614.49,RURAL,26.9495,81.4602,23112835.1,2.23,0,51541622.27,103083244.5,2,5,6,11,22,10,57,113,31,54,139,5,0,2,3,1,2,0,25,0,0,3,1,341,418,77,1,Priya Reddy,Vikram Singh,11-10-2025,17-09-2026
UP-LKO-2026-10515,P003,Highway,Bihar,Siwan,XYZ Village,62/1,1,Anjali Sharma,4.92 acres,Agricultural,Pending Review,19910.55,RURAL,26.9497,81.4612,65505709.5,3.86,200000,253052038.7,506104077.3,4,9,6,25,41,36,41,47,40,30,29,1,3,0,1,3,1,0,50,0,100,1,8,261,395,134,1,Priya Reddy,Anjali Sharma,05-06-2025,21-02-2026
UP-LKO-2026-10516,P005,Transmission,Bihar,Muzaffarpur,PQR Village,37/2A,2A,Vikram Mishra,3.87 acres,Residential,Pending Review,15661.35,RURAL,26.9499,81.4622,24212447.1,2.69,50000,65181482.7,130362965.4,3,7,5,29,56,26,72,56,22,22,122,4,3,1,4,2,2,0,100,0,100,1,1,279,433,154,1,Sanjay Sharma,Vikram Mishra,09-07-2025,14-04-2026
UP-LKO-2026-10517,P002,Transmission,Uttar Pradesh,Kanpur,Bithoor,12/A,A,Pooja Verma,1.76 acres,Multi-crop,Pending Review,7122.47,URBAN,26.9501,81.4632,13575427.82,1,0,13575427.82,27150855.64,7,7,0,14,52,10,41,98,33,11,0,2,2,1,3,1,0,0,50,0,100,1,6,206,289,83,1,Kavita Sharma,Pooja Verma,17-11-2025,11-06-2026
UP-LKO-2026-10518,P001,Railway,Tamil Nadu,Chennai,Kolathur,237/1,1,Manoj Yadav,2.96 acres,Multi-crop,Pending Review,11978.71,RURAL,26.9503,81.4642,32138878.93,2.36,0,75847754.27,151695508.5,5,10,10,10,58,29,58,85,40,58,48,5,3,2,2,2,1,0,75,100,100,1,1,381,443,62,1,Meena Reddy,Manoj Yadav,20-10-2025,05-11-2026
UP-LKO-2026-10519,P001,Railway,Tamil Nadu,Chennai,Kolathur,87/3,3,Pooja Yadav,1.98 acres,Agricultural,Active,8012.78,RURAL,26.9505,81.4652,12788396.88,3.57,200000,45854576.86,91709153.72,7,9,2,15,44,15,84,58,86,53,101,2,2,0,4,3,1,0,25,0,50,2,3,268,490,222,1,Ramesh Verma,Pooja Yadav,11-11-2025,06-08-2026
UP-LKO-2026-10520,P002,Highway,Tamil Nadu,Coonor,Hubbathala,214/B,B,Ramesh Gupta,4.16 acres,Multi-crop,Pending Review,16834.94,RURAL,26.9507,81.4662,58652930.96,2.98,200000,174985734.3,349971468.5,9,11,1,15,28,26,72,42,91,48,46,3,1,0,2,3,1,0,75,50,100,2,3,296,457,161,1,Rajesh Iyer,Ramesh Gupta,11-01-2025,03-11-2025
UP-LKO-2026-10521,P002,Transmission,Maharashtra,Nagpur,Butibori,101/2A,2A,Amit Singh,4.29 acres,Residential,Verified,17361.03,URBAN,26.9509,81.4672,44791457.4,1.6,200000,71866331.84,143732663.7,10,11,19,28,21,13,32,67,100,60,141,3,2,0,1,3,1,0,75,100,100,0,2,278,456,178,1,Suresh Das,Amit Singh,11-05-2025,13-02-2026
UP-LKO-2026-10522,P008,Railway,Maharashtra,Nagpur,Butibori,109/2A,2A,Priya Mishra,0.81 acres,Residential,Verified,3277.96,URBAN,26.9511,81.4682,6624757.16,1.29,50000,8595936.736,17191873.47,7,11,10,15,42,37,73,114,91,38,21,1,3,1,1,1,2,0,25,0,50,0,6,289,530,241,1,Anil Iyer,Priya Mishra,07-02-2025,23-11-2025
UP-LKO-2026-10523,P004,Transmission,Bihar,Muzaffarpur,PQR Village,76/3,3,Rahul Devi,3.64 acres,Agricultural,Pending Review,14730.57,RURAL,26.9513,81.4692,42217813.62,3.38,200000,142896210,285792420.1,1,1,0,19,51,11,78,94,46,14,0,2,2,1,4,2,2,0,0,0,100,3,5,263,463,200,1,Kavita Yadav,Rahul Devi,01-08-2025,21-04-2026
UP-LKO-2026-10524,P006,Railway,Bihar,Siwan,XYZ Village,155/A,A,Pooja Kumar,2.17 acres,Commercial,Disputed,8781.69,RURAL,26.9515,81.4702,18889415.19,3.19,50000,60307234.46,120614468.9,7,8,15,26,30,36,62,106,19,25,59,2,2,1,0,0,0,1,100,0,0,3,1,384,424,40,1,Deepa Reddy,Pooja Kumar,23-08-2025,11-09-2026
UP-LKO-2026-10525,P001,Transmission,Maharashtra,Nagpur,Butibori,106/B,B,Rahul Sharma,1.87 acres,Agricultural,Disputed,7567.63,URBAN,26.9517,81.4712,22929918.9,1.55,200000,35741374.3,71482748.59,4,8,20,28,48,28,73,88,33,18,94,2,2,0,3,2,0,0,50,0,0,2,9,315,376,61,1,Kavita Verma,Rahul Sharma,19-07-2025,30-05-2026
UP-LKO-2026-10526,P004,Highway,Uttar Pradesh,Varanasi,Sarnath,37/2A,2A,Neha Gupta,2.79 acres,Residential,Disputed,11290.74,RURAL,26.9519,81.4722,39483717.78,3.03,200000,119835664.9,239671329.7,9,14,3,25,55,29,43,42,82,14,127,5,2,2,2,3,2,0,75,0,50,0,7,285,470,185,1,Meena Patil,Neha Gupta,23-12-2025,04-10-2026
UP-LKO-2026-10527,P001,Railway,Uttar Pradesh,Lucknow,Malhaur,51/B,B,Amit Devi,3.23 acres,Residential,Pending Review,13071.36,URBAN,26.9521,81.4732,21920670.72,1.77,0,38799587.17,77599174.35,1,3,20,17,53,24,41,33,63,60,100,3,1,0,2,0,1,0,25,0,50,2,9,304,336,32,1,Anil Iyer,Amit Devi,14-09-2025,15-07-2026
UP-LKO-2026-10528,P001,Railway,Maharashtra,Pune,Hinjewadi,13-Jan,1,Ramesh Verma,3.65 acres,Agricultural,Active,14771.04,URBAN,26.9523,81.4742,55849302.24,1.85,0,103321209.1,206642418.3,5,5,1,25,40,27,36,54,34,24,44,4,3,0,1,3,1,1,75,50,0,3,10,395,495,100,1,Ramesh Deshmukh,Ramesh Verma,27-09-2025,27-10-2026
UP-LKO-2026-10529,P002,Transmission,Bihar,Muzaffarpur,PQR Village,202/1,1,Manoj Devi,3.43 acres,Multi-crop,Verified,13880.73,RURAL,26.9525,81.4752,26151295.32,2.61,200000,68454880.79,136909761.6,2,3,8,15,19,24,82,97,70,39,146,1,1,2,3,3,0,0,50,0,100,2,10,265,436,171,1,Arvind Iyer,Manoj Devi,22-12-2025,13-09-2026
UP-LKO-2026-10530,P009,Highway,Bihar,Muzaffarpur,PQR Village,246/2A,2A,Pooja Mishra,4.72 acres,Commercial,Pending Review,19101.18,RURAL,26.9527,81.4762,67159748.88,2.58,0,173272152.1,346544304.2,3,5,3,13,48,21,64,39,37,40,99,4,0,1,2,1,2,0,75,0,50,3,5,227,382,155,1,Sanjay Deshmukh,Pooja Mishra,20-12-2025,04-08-2026
UP-LKO-2026-10531,P003,Railway,Uttar Pradesh,Lucknow,Malhaur,234/B,B,Priya Verma,2.06 acres,Multi-crop,Disputed,8336.53,URBAN,26.9529,81.4772,18382048.65,1.4,50000,25784868.11,51569736.22,1,1,20,21,60,23,33,61,24,55,112,4,1,0,3,1,0,0,75,50,100,0,4,282,307,25,1,Kavita Singh,Priya Verma,11-03-2025,18-12-2025
UP-LKO-2026-10532,P007,Railway,Tamil Nadu,Coonor,Hubbathala,56/3,3,Pooja Mishra,3.8 acres,Residential,Disputed,15378.07,RURAL,26.9531,81.4782,35769390.82,2.27,50000,81246517.16,162493034.3,3,3,3,12,37,42,90,97,54,55,91,1,2,0,1,0,1,0,75,0,0,0,6,314,432,118,1,Suresh Verma,Pooja Mishra,06-03-2025,14-01-2026
UP-LKO-2026-10533,P002,Railway,Maharashtra,Nagpur,Butibori,192/1,1,Amit Verma,1.64 acres,Agricultural,Pending Review,6636.85,URBAN,26.9533,81.4792,17361999.6,1.35,0,23438699.46,46877398.92,4,6,9,29,30,12,66,43,85,45,98,1,2,1,2,0,0,0,75,50,100,3,1,278,310,32,1,Deepa Sharma,Amit Verma,24-02-2025,29-11-2025
UP-LKO-2026-10534,P008,Highway,Maharashtra,Nagpur,Butibori,122/B,B,Ramesh Devi,1.29 acres,Residential,Disputed,5220.45,URBAN,26.9535,81.4802,10675820.25,1.74,50000,18625927.24,37251854.47,9,14,19,23,30,11,56,80,16,24,64,4,3,1,2,0,0,0,50,0,50,1,7,393,240,0,0,Meena Patil,Ramesh Devi,14-01-2025,11-02-2026
UP-LKO-2026-10535,P002,Transmission,Tamil Nadu,Karaikudi,Kanadukathan,87/B,B,Amit Mishra,0.76 acres,Residential,Active,3075.61,RURAL,26.9537,81.4812,12074844.86,3.58,200000,43427944.6,86855889.2,9,12,14,23,38,32,82,84,96,10,148,1,2,0,3,3,2,2,50,0,0,3,6,341,785,444,1,Deepa Yadav,Amit Mishra,18-02-2025,25-01-2026
UP-LKO-2026-10536,P008,Highway,Tamil Nadu,Chennai,Kolathur,196/B,B,Priya Sharma,1.27 acres,Commercial,Pending Review,5139.51,RURAL,26.9539,81.4822,10803250.02,3.19,200000,34662367.56,69324735.13,2,7,1,26,31,21,51,73,18,19,150,2,0,0,2,2,1,2,50,0,100,2,8,392,584,192,1,Arvind Das,Priya Sharma,05-04-2025,02-05-2026
UP-LKO-2026-10537,P002,Transmission,Maharashtra,Nagpur,Butibori,197/2A,2A,Priya Devi,2.07 acres,Agricultural,Pending Review,8377,URBAN,26.9541,81.4832,12314190,1.62,50000,19998987.8,39997975.6,10,12,6,24,34,42,50,116,69,41,124,1,2,0,4,3,1,0,100,100,100,0,3,279,511,232,1,Priya Patil,Priya Devi,05-06-2025,11-03-2026
UP-LKO-2026-10538,P009,Highway,Maharashtra,Nashik,Ozar,136/3,3,Neha Gupta,2.12 acres,Multi-crop,Pending Review,8579.34,RURAL,26.9543,81.4842,33879813.66,2.22,0,75213186.33,150426372.7,7,11,18,17,22,29,44,87,50,25,29,5,3,0,1,0,2,1,100,50,0,2,3,296,484,188,1,Deepa Reddy,Neha Gupta,28-02-2025,21-12-2025
UP-LKO-2026-10539,P005,Transmission,Uttar Pradesh,Lucknow,Malhaur,203/B,B,Anjali Verma,1.0 acres,Residential,Pending Review,4046.86,URBAN,26.9545,81.4852,6430460.54,1.67,50000,10788869.1,21577738.2,10,11,19,26,18,21,42,57,52,18,40,5,1,0,0,0,1,0,50,0,0,0,0,400,279,0,0,Deepa Joshi,Anjali Verma,07-12-2025,11-01-2027
UP-LKO-2026-10540,P006,Railway,Tamil Nadu,Chennai,Kolathur,201/A,A,Manoj Kumar,3.96 acres,Commercial,Disputed,16025.57,RURAL,26.9547,81.4862,35031896.02,3.62,0,126815463.6,253630927.2,5,5,6,24,58,27,74,64,87,30,93,1,1,1,1,1,2,0,0,0,0,3,9,287,484,197,1,Deepa Das,Manoj Kumar,26-01-2025,09-11-2025
UP-LKO-2026-10541,P004,Railway,Bihar,Muzaffarpur,PQR Village,116/A,A,Rahul Verma,3.52 acres,Multi-crop,Disputed,14244.95,RURAL,26.9549,81.4872,31182195.55,2.87,200000,89692901.23,179385802.5,6,9,14,20,60,20,52,99,40,41,122,2,3,0,1,3,1,0,25,0,0,2,9,201,467,266,1,Priya Yadav,Rahul Verma,24-06-2025,11-01-2026
UP-LKO-2026-10542,P005,Transmission,Uttar Pradesh,Lucknow,Malhaur,118/A,A,Sunita Mishra,4.55 acres,Multi-crop,Active,18413.21,URBAN,26.9551,81.4882,45351736.23,1.42,50000,64449465.45,128898930.9,4,8,18,22,40,14,31,32,74,55,138,3,2,0,0,1,2,0,0,0,50,2,6,264,388,124,1,Suresh Reddy,Sunita Mishra,17-11-2025,08-08-2026
UP-LKO-2026-10543,P002,Transmission,Bihar,Muzaffarpur,PQR Village,163/2A,2A,Vikram Verma,2.31 acres,Multi-crop,Verified,9348.25,RURAL,26.9553,81.4892,34747445.25,3.17,0,110149401.4,220298802.9,4,5,18,14,38,14,73,62,73,42,37,4,1,1,4,2,2,0,25,0,50,0,10,249,466,217,1,Sanjay Singh,Vikram Verma,29-03-2025,03-12-2025
UP-LKO-2026-10544,P005,Railway,Maharashtra,Pune,Hinjewadi,25-Jan,1,Rahul Gupta,4.79 acres,Commercial,Active,19384.46,URBAN,26.9555,81.4902,24695802.04,1.09,200000,27118424.22,54236848.45,10,15,1,16,22,18,35,77,78,40,85,4,2,1,0,0,0,0,100,100,0,1,2,326,286,0,0,Anil Verma,Rahul Gupta,19-02-2025,11-01-2026
UP-LKO-2026-10545,P003,Highway,Bihar,Siwan,XYZ Village,17-Jan,1,Manoj Devi,4.15 acres,Multi-crop,Verified,16794.47,RURAL,26.9557,81.4912,42674748.27,3.68,50000,157093073.6,314186147.3,3,5,5,10,25,15,64,55,81,36,47,5,0,2,1,2,1,0,100,0,0,1,1,387,391,4,1,Suresh Yadav,Manoj Devi,14-11-2025,06-12-2026
UP-LKO-2026-10546,P003,Railway,Uttar Pradesh,Varanasi,Sarnath,90/3,3,Ramesh Kumar,3.1 acres,Agricultural,Pending Review,12545.27,RURAL,26.9559,81.4922,46128957.79,2.43,0,112093367.4,224186734.9,2,3,10,23,32,25,87,51,69,25,150,0,3,2,2,1,2,0,0,0,100,1,9,373,432,59,1,Priya Das,Ramesh Kumar,03-09-2025,11-09-2026
UP-LKO-2026-10547,P001,Highway,Uttar Pradesh,Varanasi,Sarnath,145/B,B,Amit Mishra,4.83 acres,Agricultural,Verified,19546.33,RURAL,26.9561,81.4932,61316837.21,2.63,200000,161463281.9,322926563.7,7,11,2,22,46,43,43,114,21,41,59,3,0,2,2,2,1,0,75,0,0,3,0,345,435,90,1,Deepa Joshi,Amit Mishra,22-11-2025,02-11-2026
UP-LKO-2026-10548,P005,Transmission,Bihar,Muzaffarpur,PQR Village,167/3,3,Neha Mishra,2.71 acres,Multi-crop,Active,10966.99,RURAL,26.9563,81.4942,24412519.74,2.08,50000,50828041.06,101656082.1,10,10,19,30,36,15,42,90,93,40,78,0,0,1,4,3,1,0,50,0,0,1,1,316,481,165,1,Deepa Iyer,Neha Mishra,14-11-2025,26-09-2026
UP-LKO-2026-10549,P002,Highway,Bihar,Siwan,XYZ Village,189/B,B,Priya Sharma,4.22 acres,Agricultural,Pending Review,17077.75,RURAL,26.9565,81.4952,35658342,2.26,50000,80637852.92,161275705.8,10,15,4,30,48,41,38,75,68,52,86,2,2,0,1,1,0,2,75,0,50,0,5,384,622,238,1,Anil Yadav,Priya Sharma,07-12-2025,26-12-2026
UP-LKO-2026-10550,P002,Railway,Maharashtra,Nashik,Ozar,162/B,B,Pooja Yadav,2.87 acres,Residential,Active,11614.49,RURAL,26.9567,81.4962,37212825.96,2.43,50000,90477167.08,180954334.2,2,2,18,29,24,40,90,63,63,40,129,0,3,1,2,0,0,0,75,50,100,2,7,375,349,0,0,Meena Joshi,Pooja Yadav,13-12-2025,23-12-2026
UP-LKO-2026-10551,P002,Transmission,Uttar Pradesh,Kanpur,Bithoor,27/2A,2A,Ramesh Singh,2.62 acres,Agricultural,Active,10602.77,URBAN,26.9569,81.4972,22954997.05,1.23,0,28234646.37,56469292.74,8,11,10,19,30,26,66,117,66,23,96,1,3,0,3,3,1,0,100,100,0,0,0,200,482,282,1,Rajesh Deshmukh,Ramesh Singh,14-08-2025,02-03-2026
UP-LKO-2026-10552,P006,Highway,Bihar,Siwan,XYZ Village,64/3,3,Vikram Yadav,2.86 acres,Multi-crop,Active,11574.02,RURAL,26.9571,81.4982,40439625.88,3.51,200000,142143086.8,284286173.7,6,7,10,13,58,42,59,34,87,60,146,0,2,1,4,3,1,0,0,0,50,3,3,279,488,209,1,Kavita Reddy,Vikram Yadav,13-12-2025,18-09-2026
UP-LKO-2026-10553,P001,Highway,Uttar Pradesh,Varanasi,Sarnath,235/1,1,Sunita Devi,2.8 acres,Agricultural,Verified,11331.21,RURAL,26.9573,81.4992,20917413.66,3.97,200000,83242132.23,166484264.5,6,6,11,21,21,11,78,95,30,12,109,3,2,2,1,1,1,0,25,0,50,3,9,237,343,106,1,Ramesh Singh,Sunita Devi,02-05-2025,25-12-2025
UP-LKO-2026-10554,P001,Railway,Bihar,Siwan,XYZ Village,215/2A,2A,Ramesh Gupta,3.43 acres,Commercial,Disputed,13880.73,RURAL,26.9575,81.5002,48166133.1,2.2,50000,106015492.8,212030985.6,4,7,20,28,59,39,48,66,52,40,28,2,3,2,3,2,1,0,0,0,100,1,0,388,437,49,1,Priya Das,Ramesh Gupta,13-10-2025,05-11-2026
UP-LKO-2026-10555,P002,Highway,Uttar Pradesh,Kanpur,Bithoor,159/3,3,Ramesh Yadav,1.95 acres,Multi-crop,Active,7891.38,URBAN,26.9577,81.5012,16208894.52,1.05,50000,17069339.25,34138678.49,8,9,10,23,56,28,72,59,33,51,48,4,3,1,3,0,2,1,0,0,0,3,6,208,532,324,1,Priya Deshmukh,Ramesh Yadav,14-08-2025,10-03-2026
UP-LKO-2026-10556,P001,Highway,Maharashtra,Nagpur,Butibori,54/A,A,Anjali Singh,0.51 acres,Residential,Active,2063.9,URBAN,26.9579,81.5022,2831670.8,1.09,0,3086521.172,6173042.344,9,12,13,19,17,43,80,100,68,17,122,4,0,2,1,0,2,0,25,0,0,1,4,218,434,216,1,Arvind Reddy,Anjali Singh,01-11-2025,07-06-2026
UP-LKO-2026-10557,P006,Transmission,Maharashtra,Nagpur,Butibori,21/A,A,Amit Yadav,3.26 acres,Agricultural,Disputed,13192.76,URBAN,26.9581,81.5032,13522579,1.24,200000,16967997.96,33935995.92,8,12,9,29,35,36,47,73,80,49,102,4,1,0,3,2,0,0,100,100,0,0,6,301,409,108,1,Sanjay Joshi,Amit Yadav,09-06-2025,06-04-2026
UP-LKO-2026-10558,P005,Highway,Bihar,Patna,ABC Village,229/2A,2A,Rahul Sharma,2.49 acres,Residential,Disputed,10076.68,RURAL,26.9583,81.5042,15316553.6,3.27,0,50085130.27,100170260.5,9,11,1,19,16,39,63,93,62,29,36,3,0,2,3,1,0,1,0,0,100,1,4,358,471,113,1,Rajesh Yadav,Rahul Sharma,08-05-2025,01-05-2026
UP-LKO-2026-10559,P006,Highway,Uttar Pradesh,Lucknow,Malhaur,139/2A,2A,Rahul Sharma,2.27 acres,Multi-crop,Verified,9186.37,URBAN,26.9585,81.5052,31665417.39,1.52,50000,48181434.43,96362868.87,1,1,16,19,55,41,48,94,25,16,126,2,1,1,3,0,1,1,0,0,100,0,0,332,463,131,1,Priya Yadav,Rahul Sharma,04-10-2025,01-09-2026
UP-LKO-2026-10560,P008,Highway,Tamil Nadu,Chennai,Kolathur,179/A,A,Sunita Yadav,4.56 acres,Multi-crop,Verified,18453.68,RURAL,26.9587,81.5062,69902539.84,2.16,50000,151039486.1,302078972.1,3,4,9,23,26,34,32,71,40,33,115,5,3,0,3,1,2,0,75,0,0,2,10,372,379,7,1,Ramesh Reddy,Sunita Yadav,27-07-2025,03-08-2026
UP-LKO-2026-10561,P001,Railway,Uttar Pradesh,Kanpur,Bithoor,116/1,1,Neha Singh,2.52 acres,Residential,Verified,10198.09,URBAN,26.9589,81.5072,36203219.5,1.15,50000,41683702.43,83367404.85,2,3,8,16,16,16,83,48,49,30,101,4,3,0,3,0,2,2,75,100,0,2,9,271,588,317,1,Ramesh Iyer,Neha Singh,26-02-2025,24-11-2025
UP-LKO-2026-10562,P006,Transmission,Tamil Nadu,Karaikudi,Kanadukathan,40/3,3,Rahul Mishra,1.62 acres,Multi-crop,Pending Review,6555.91,RURAL,26.9591,81.5082,13990311.94,3.82,50000,53492991.61,106985983.2,9,10,16,14,49,41,62,30,64,59,62,3,1,0,3,0,1,2,25,0,100,2,0,291,604,313,1,Deepa Singh,Rahul Mishra,12-09-2025,30-06-2026
